1.00000E-01	1.43040E-03
1.10909E+00	1.19260E-03
2.11818E+00	8.67322E-04
3.12727E+00	5.57748E-04
4.13636E+00	3.32391E-04
5.14546E+00	1.91594E-04
6.15454E+00	1.10209E-04
7.16364E+00	6.44181E-05
8.17273E+00	3.85825E-05
9.18182E+00	2.37591E-05
1.01909E+01	1.50412E-05
1.12000E+01	9.76238E-06
1.22091E+01	6.48819E-06
1.32182E+01	4.40692E-06
1.42273E+01	3.05678E-06
1.52364E+01	2.16283E-06
1.62455E+01	1.55682E-06
1.72545E+01	1.13813E-06
1.82636E+01	8.43830E-07
1.92727E+01	6.32960E-07
2.02818E+01	4.80208E-07
2.12909E+01	3.68272E-07
2.23000E+01	2.85264E-07
2.33091E+01	2.23034E-07
2.43182E+01	1.75916E-07
2.53273E+01	1.39871E-07
2.63364E+01	1.11999E-07
2.73455E+01	9.02891E-08
2.83545E+01	7.32604E-08
2.93636E+01	5.97977E-08
3.03727E+01	4.90863E-08
3.13818E+01	4.05060E-08
3.23909E+01	3.35907E-08
3.34000E+01	2.79868E-08
3.44091E+01	2.34235E-08
3.54182E+01	1.96961E-08
3.64273E+01	1.66309E-08
3.74364E+01	1.40975E-08
3.84455E+01	1.19940E-08
3.94545E+01	1.02403E-08
4.04636E+01	8.77259E-09
4.14727E+01	7.53922E-09
4.24818E+01	6.49938E-09
4.34909E+01	5.61948E-09
4.45000E+01	4.87248E-09
4.55091E+01	4.23624E-09
4.65182E+01	3.69271E-09
4.75273E+01	3.22711E-09
4.85364E+01	2.82699E-09
4.95455E+01	2.48164E-09
5.05545E+01	2.18320E-09
5.15636E+01	1.92472E-09
5.25727E+01	1.70030E-09
5.35818E+01	1.50501E-09
5.45909E+01	1.33470E-09
5.56000E+01	1.18583E-09
5.66091E+01	1.05543E-09
5.76182E+01	9.40970E-10
5.86273E+01	8.40286E-10
5.96364E+01	7.51582E-10
6.06455E+01	6.73286E-10
6.16545E+01	6.04040E-10
6.26636E+01	5.42694E-10
6.36727E+01	4.88280E-10
6.46818E+01	4.39924E-10
6.56909E+01	3.96867E-10
6.67000E+01	3.58494E-10
6.77091E+01	3.24240E-10
6.87182E+01	2.93612E-10
6.97273E+01	2.66184E-10
7.07364E+01	2.41591E-10
7.17455E+01	2.19511E-10
7.27545E+01	1.99673E-10
7.37636E+01	1.81822E-10
7.47727E+01	1.65739E-10
7.57818E+01	1.51230E-10
7.67909E+01	1.38125E-10
7.78000E+01	1.26277E-10
7.88091E+01	1.15553E-10
7.98182E+01	1.05840E-10
8.08273E+01	9.70289E-11
8.18364E+01	8.90296E-11
8.28455E+01	8.17601E-11
8.38545E+01	7.51454E-11
8.48636E+01	6.91234E-11
8.58727E+01	6.36357E-11
8.68818E+01	5.86299E-11
8.78909E+01	5.40595E-11
8.89000E+01	4.98829E-11
8.99091E+01	4.60622E-11
9.09182E+01	4.25664E-11
9.19273E+01	3.93642E-11
9.29364E+01	3.64284E-11
9.39455E+01	3.37346E-11
9.49545E+01	3.12607E-11
9.59636E+01	2.89872E-11
9.69727E+01	2.68968E-11
9.79818E+01	2.49730E-11
9.89909E+01	2.32011E-11
1.00000E+02	2.15682E-11
